opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value
JP3IMU5X,Gladys Colclough,GTX Plus Pro,Isdom,Won,2017-03-09,2017-05-16,0.16
5I8WOI8P,Gladys Colclough,MG Special,Toughzap,Won,2017-03-09,2017-06-08,0.002
LJBQ7P0V,James Ascencio,MG Special,Zotware,Engaging,2017-03-09,1970-01-01,0.049
7C9BUYV0,James Ascencio,GTX Basic,Cheers,Lost,2017-03-09,2017-05-23,0.0
GMVW87C4,Kami Bicknell,GTXPro,Cheers,Won,2017-03-09,2017-06-17,0.166
NY9ARKRE,Marty Freudenburg,MG Special,Codehow,Won,2017-03-09,2017-06-01,0.002
XO3XXR9X,Maureen Marcano,GTXPro,Dalttechnology,Won,2017-03-09,2017-06-09,0.143
8QBIFURM,Versie Hillebrand,MG Advanced,Codehow,Lost,2017-03-09,2017-03-13,0.0
ZWAJWK40,Violet Mclelland,MG Special,Vehement Capital Partners,Won,2017-03-09,2017-06-22,0.002
WQ0C723A,Zane Levy,GTX Plus Pro,Kan-code,Won,2017-03-09,2017-05-18,0.172
RCQ32MXL,Anna Snelling,GTX Plus Basic,Streethex,Lost,2017-03-10,2017-05-12,0.0
396WP6JS,Anna Snelling,MG Special,Gogozoom,Won,2017-03-10,2017-03-19,0.002
57689GK9,Cecily Lampkin,MG Advanced,Finhigh,Won,2017-03-10,2017-03-20,0.118
S2WDGIHL,Cecily Lampkin,MG Advanced,Warephase,Won,2017-03-10,2017-05-29,0.096
8VG88HMH,Daniell Hammack,GTXPro,Konex,Won,2017-03-10,2017-06-28,0.157
TF7HCU69,Garret Kinder,GTX Plus Basic,Gekko & Co,Won,2017-03-10,2017-06-12,0.035
0EX7ML4W,Gladys Colclough,GTX Plus Pro,Finhigh,Lost,2017-03-10,2017-05-10,0.0
5BSHJG7W,Kary Hendrixson,GTX Basic,Kan-code,Lost,2017-03-10,2017-05-30,0.0
HW38EMKM,Maureen Marcano,GTX Plus Pro,Kan-code,Lost,2017-03-10,2017-03-20,0.0
5XPYFICK,Rosie Papadopoulos,MG Special,Inity,Engaging,2017-03-10,1970-01-01,0.049
B5QCN9H7,Violet Mclelland,MG Special,Massive Dynamic,Lost,2017-03-10,2017-05-29,0.0
X7M4GO0J,Violet Mclelland,GTX Plus Basic,Zencorporation,Won,2017-03-10,2017-06-28,0.035
JYI35PPE,Zane Levy,MG Special,Newex,Lost,2017-03-10,2017-05-05,0.0
6XHE52MV,Anna Snelling,MG Special,Inity,Lost,2017-03-11,2017-05-30,0.0
0YN6EALP,Anna Snelling,MG Special,Scottech,Won,2017-03-11,2017-03-17,0.002
A4LUP6W6,Cassey Cress,GTX Basic,Zotware,Won,2017-03-11,2017-05-22,0.019
KUK2H5MD,Cecily Lampkin,GTX Plus Basic,Rundofase,Won,2017-03-11,2017-06-13,0.039
HTW9348H,Donn Cantrell,GTX Basic,Silis,Lost,2017-03-11,2017-05-19,0.0
A6CE8BHR,James Ascencio,GTX Plus Basic,Lexiqvolax,Lost,2017-03-11,2017-06-08,0.0
UI1UION3,James Ascencio,GTX Basic,J-Texon,Won,2017-03-11,2017-06-10,0.017
ZPX96Q40,James Ascencio,GTX Plus Pro,Condax,Won,2017-03-11,2017-06-12,0.176
I0CYLPNE,James Ascencio,GTXPro,Konex,Won,2017-03-11,2017-05-22,0.136
FGH181PC,Kami Bicknell,GTX Basic,Dalttechnology,Won,2017-03-11,2017-06-06,0.017
8OBC9CQE,Kami Bicknell,MG Advanced,Singletechno,Won,2017-03-11,2017-03-26,0.107
G3KFZ8KX,Kary Hendrixson,GTXPro,Green-Plus,Lost,2017-03-11,2017-05-07,0.0
2Y84YR3K,Kary Hendrixson,GTX Basic,J-Texon,Won,2017-03-11,2017-05-24,0.017
97QHOOWD,Kary Hendrixson,GTX Basic,Y-corporation,Won,2017-03-11,2017-03-27,0.018
YL7XWUYO,Lajuana Vencill,GTX Basic,Codehow,Won,2017-03-11,2017-06-17,0.015
VO8TFB31,Maureen Marcano,GTX Basic,Cheers,Lost,2017-03-11,2017-06-26,0.0
Q949MQ5W,Maureen Marcano,GTXPro,Sunnamplex,Won,2017-03-11,2017-05-22,0.17
HZU0L5GS,Moses Frase,MG Advanced,Konmatfix,Won,2017-03-11,2017-06-04,0.11
8RF8XVYF,Versie Hillebrand,GTX Basic,Conecom,Won,2017-03-11,2017-05-10,0.019
ZILYYA1V,Vicki Laflamme,MG Special,Goodsilron,Won,2017-03-11,2017-03-30,0.001
NH0WGTR4,Anna Snelling,MG Special,Funholding,Lost,2017-03-12,2017-05-25,0.0
73HO9OZC,Cassey Cress,GTX Basic,Finjob,Engaging,2017-03-12,1970-01-01,0.049
WBJX6O2D,Cassey Cress,GTX Plus Pro,Opentech,Won,2017-03-12,2017-06-11,0.187
1IHNDN80,Cecily Lampkin,MG Advanced,Streethex,Lost,2017-03-12,2017-05-02,0.0
T14K7M5G,Corliss Cosme,GTX Plus Basic,Initech,Won,2017-03-12,2017-06-11,0.035
XPP2Q5WQ,Darcel Schlecht,GTX Plus Basic,Globex Corporation,Lost,2017-03-12,2017-05-02,0.0
FM4LX5O0,Darcel Schlecht,GTXPro,Treequote,Lost,2017-03-12,2017-05-26,0.0
HG07756D,Elease Gluck,GTX Basic,Finjob,Won,2017-03-12,2017-03-31,0.016
E7YSM99K,Elease Gluck,GTX Plus Basic,Labdrill,Won,2017-03-12,2017-06-02,0.036
4D1FP59D,Gladys Colclough,GTX Basic,Warephase,Won,2017-03-12,2017-06-23,0.017
3E4VTH6E,Hayden Neloms,MG Special,Hatfan,Engaging,2017-03-12,1970-01-01,0.049
TK29F68V,Hayden Neloms,MG Special,Y-corporation,Won,2017-03-12,2017-06-13,0.002
N3H82NHO,Kami Bicknell,GTXPro,Newex,Won,2017-03-12,2017-06-02,0.161
GTANESSU,Lajuana Vencill,GTX Plus Basic,Isdom,Won,2017-03-12,2017-05-22,0.033
LA0O6BHX,Lajuana Vencill,GTX Plus Pro,Dontechi,Won,2017-03-12,2017-05-27,0.149
RRKQ0P07,Markita Hansen,GTXPro,Nam-zim,Won,2017-03-12,2017-05-03,0.171
J4V3VKQ5,Maureen Marcano,GTX Basic,Sonron,Won,2017-03-12,2017-03-27,0.016
17U8549G,Maureen Marcano,GTXPro,Labdrill,Won,2017-03-12,2017-06-15,0.141
G281LUYF,Niesha Huffines,GTX Plus Basic,Finhigh,Lost,2017-03-12,2017-05-08,0.0
4NAK1XFV,Rosie Papadopoulos,MG Special,Umbrella Corporation,Lost,2017-03-12,2017-05-18,0.0
Y34MVXP3,Rosie Papadopoulos,MG Advanced,Kinnamplus,Won,2017-03-12,2017-06-27,0.114
N8G3G1UF,Versie Hillebrand,MG Special,Gogozoom,Won,2017-03-12,2017-05-29,0.002
SDXZB8MC,Versie Hillebrand,MG Special,Hottechi,Won,2017-03-12,2017-06-20,0.002
PFUE2JYB,Vicki Laflamme,MG Special,Finjob,Won,2017-03-12,2017-05-26,0.002
4A8SFEJ2,Zane Levy,GTX Basic,Scotfind,Won,2017-03-12,2017-03-17,0.022
HEG8WPQF,Anna Snelling,GTX Plus Basic,Inity,Won,2017-03-13,2017-05-09,0.038
0FST40LV,Anna Snelling,MG Special,Streethex,Won,2017-03-13,2017-05-25,0.002
I7WERQ6B,Anna Snelling,MG Special,Warephase,Won,2017-03-13,2017-06-08,0.002
T7UYHDUN,Boris Faz,GTX Plus Pro,Donquadtech,Lost,2017-03-13,2017-03-24,0.0
V0EIMVES,Cecily Lampkin,GTX Plus Pro,Konmatfix,Won,2017-03-13,2017-05-13,0.169
DL4SZAGH,Cecily Lampkin,MG Advanced,Rundofase,Won,2017-03-13,2017-03-31,0.119
RVIU1YQ8,Corliss Cosme,MG Special,Massive Dynamic,Won,2017-03-13,2017-03-24,0.002
ZNSWDHTJ,Darcel Schlecht,GTX Basic,Rundofase,Won,2017-03-13,2017-05-15,0.02
A2G8VYZY,Darcel Schlecht,GTX Plus Basic,Globex Corporation,Won,2017-03-13,2017-03-17,0.041
F5I33E1I,Elease Gluck,MG Special,Sumace,Engaging,2017-03-13,1970-01-01,0.049
Y9B94N72,Garret Kinder,MG Special,Donware,Won,2017-03-13,2017-05-03,0.002
34MBPHRL,Hayden Neloms,GTX Plus Basic,Singletechno,Won,2017-03-13,2017-06-17,0.038
K73K8IQ3,Kary Hendrixson,GTX Basic,Hottechi,Won,2017-03-13,2017-05-22,0.018
8L5WBK75,Kary Hendrixson,GTXPro,Dalttechnology,Won,2017-03-13,2017-03-30,0.164
Z1RN8D42,Kary Hendrixson,GTXPro,Singletechno,Won,2017-03-13,2017-06-02,0.185
JV1NCDKP,Moses Frase,MG Special,Isdom,Won,2017-03-13,2017-05-11,0.002
ECCVMNUZ,Rosalina Dieter,MG Special,Sunnamplex,Won,2017-03-13,2017-05-20,0.002
A3GVFKYP,Zane Levy,GTXPro,Dalttechnology,Won,2017-03-13,2017-06-27,0.169
COTHR6F7,Zane Levy,GTXPro,Sunnamplex,Won,2017-03-13,2017-05-22,0.152
3OAEEV0S,Cassey Cress,MG Advanced,Gekko & Co,Won,2017-03-14,2017-03-21,0.116
RTH5O6ZW,Cassey Cress,MG Advanced,Mathtouch,Won,2017-03-14,2017-06-13,0.119
GH6U8WWN,Daniell Hammack,GTX Basic,Massive Dynamic,Won,2017-03-14,2017-03-19,0.014
GVNI96XB,Darcel Schlecht,GTXPro,Dontechi,Won,2017-03-14,2017-06-20,0.151
KC324LPK,Darcel Schlecht,GTXPro,Ron-tech,Won,2017-03-14,2017-05-22,0.157
2Y2R082L,Darcel Schlecht,MG Special,dambase,Won,2017-03-14,2017-05-06,0.002
HALGOQ5D,Donn Cantrell,GTXPro,Betasoloin,Won,2017-03-14,2017-05-30,0.155
1R38Y0C1,Elease Gluck,MG Advanced,Golddex,Won,2017-03-14,2017-03-20,0.112
3QQW8VJ2,Garret Kinder,GTXPro,Xx-zobam,Won,2017-03-14,2017-06-06,0.128
8JS4BWQ7,Gladys Colclough,GTX Basic,Streethex,Won,2017-03-14,2017-03-24,0.02
78TOITP2,Gladys Colclough,MG Special,Finhigh,Won,2017-03-14,2017-05-18,0.002
3PVNGGBX,Markita Hansen,GTX Basic,The New York Inquirer,Engaging,2017-03-14,1970-01-01,0.049
BSA76OL5,Marty Freudenburg,GTX Basic,Isdom,Lost,2017-03-14,2017-05-17,0.0
YHNBSXPN,Maureen Marcano,GTX Plus Basic,Hatfan,Won,2017-03-14,2017-03-25,0.034
TW6D3KT4,Maureen Marcano,MG Advanced,Blackzim,Won,2017-03-14,2017-05-12,0.092
Z8RI8RLU,Moses Frase,GTX Basic,Streethex,Won,2017-03-14,2017-06-03,0.017
FT0L8HZZ,Moses Frase,MG Advanced,Isdom,Won,2017-03-14,2017-03-16,0.11
AW0GW33Q,Reed Clapper,GTX Plus Basic,Condax,Lost,2017-03-14,2017-06-11,0.0
IJLPV177,Rosalina Dieter,MG Special,Nam-zim,Lost,2017-03-14,2017-03-30,0.0
9UVKASFY,Vicki Laflamme,GTX Plus Pro,Nam-zim,Lost,2017-03-14,2017-05-27,0.0
KKSMEP2A,Vicki Laflamme,MG Advanced,Finjob,Lost,2017-03-14,2017-06-21,0.0
E96ZTKHC,Vicki Laflamme,GTX Basic,Scotfind,Won,2017-03-14,2017-03-17,0.018
RZ08GKZY,Zane Levy,GTXPro,Faxquote,Won,2017-03-14,2017-05-22,0.171
EK0ZZHKT,Cassey Cress,MG Advanced,Massive Dynamic,Lost,2017-03-15,2017-06-24,0.0
9U6RAS0M,Cassey Cress,GTX Basic,Umbrella Corporation,Won,2017-03-15,2017-03-31,0.018
3S31RHE5,Cassey Cress,GTXPro,Betasoloin,Won,2017-03-15,2017-05-18,0.148
GOM8T4Y4,Darcel Schlecht,GTX Plus Basic,Codehow,Won,2017-03-15,2017-05-09,0.039
7Z5AVSH6,Darcel Schlecht,GTXPro,Treequote,Won,2017-03-15,2017-06-21,0.164
E7OPE1O8,Darcel Schlecht,MG Special,Rangreen,Won,2017-03-15,2017-03-20,0.002
647E6ED0,Darcel Schlecht,MG Advanced,Dontechi,Won,2017-03-15,2017-06-05,0.095
V4XHHFO3,Elease Gluck,GTX Basic,Blackzim,Engaging,2017-03-15,1970-01-01,0.049
PEX6S873,Elease Gluck,GTK 500,Cheers,Lost,2017-03-15,2017-05-19,0.0
M9OTPNII,Garret Kinder,GTX Plus Pro,Donware,Won,2017-03-15,2017-05-20,0.204
EZRICI17,Gladys Colclough,MG Advanced,Rundofase,Lost,2017-03-15,2017-06-28,0.0
BAXENBTS,Kary Hendrixson,GTXPro,Finjob,Lost,2017-03-15,2017-05-06,0.0
086279IX,Kary Hendrixson,GTXPro,Kan-code,Won,2017-03-15,2017-06-14,0.144
6EEC9HQQ,Kary Hendrixson,GTXPro,Y-corporation,Won,2017-03-15,2017-05-21,0.161
MHN0SWM2,Lajuana Vencill,GTX Plus Pro,Genco Pura Olive Oil Company,Won,2017-03-15,2017-06-21,0.149
8SKE4TT5,Maureen Marcano,GTX Plus Basic,Xx-holding,Lost,2017-03-15,2017-05-30,0.0
IGELOJ42,Moses Frase,GTX Plus Pro,Cancity,Won,2017-03-15,2017-06-03,0.201
0LMA8GMJ,Rosie Papadopoulos,GTX Plus Pro,Bubba Gump,Won,2017-03-15,2017-05-10,0.165
E40RN3MN,Versie Hillebrand,MG Special,Isdom,Won,2017-03-15,2017-03-25,0.002
093R7PK9,Vicki Laflamme,MG Special,Zoomit,Won,2017-03-15,2017-06-11,0.002
I8A9OXP2,Violet Mclelland,GTXPro,Gekko & Co,Won,2017-03-15,2017-06-25,0.166
7IFEKEMG,Violet Mclelland,MG Special,Bioplex,Won,2017-03-15,2017-06-06,0.002
K2KK9SW2,Anna Snelling,GTX Basic,Inity,Won,2017-03-16,2017-05-02,0.018
8SIG4C8X,Boris Faz,GTXPro,Donquadtech,Won,2017-03-16,2017-06-06,0.172
K4ETVW4H,Boris Faz,MG Special,Betasoloin,Won,2017-03-16,2017-05-12,0.002
YA2NDY1H,Cassey Cress,GTXPro,Bluth Company,Won,2017-03-16,2017-05-17,0.149
G6DYTQQE,Corliss Cosme,GTXPro,Vehement Capital Partners,Won,2017-03-16,2017-06-01,0.16
RZZ9K7UN,Daniell Hammack,GTX Plus Pro,Zencorporation,Won,2017-03-16,2017-06-29,0.179
3918OU6O,Darcel Schlecht,GTX Basic,Rundofase,Lost,2017-03-16,2017-05-02,0.0
YZ9ZKK3P,Hayden Neloms,MG Special,Finjob,Won,2017-03-16,2017-05-08,0.002
GK1NH8G7,Kami Bicknell,GTX Basic,Iselectrics,Engaging,2017-03-16,1970-01-01,0.049
OPCLCCQH,Kami Bicknell,GTX Plus Basic,Konex,Engaging,2017-03-16,1970-01-01,0.049
E1921PBZ,Kary Hendrixson,GTX Basic,Finjob,Won,2017-03-16,2017-05-23,0.015
0E761F02,Kary Hendrixson,GTX Basic,Kan-code,Won,2017-03-16,2017-05-02,0.019
HDBNC8W1,Lajuana Vencill,MG Advanced,Treequote,Won,2017-03-16,2017-06-11,0.105
KP6NOWM7,Markita Hansen,MG Special,Cheers,Won,2017-03-16,2017-06-03,0.002
HPYLUU5P,Maureen Marcano,MG Special,Newex,Won,2017-03-16,2017-06-26,0.002
I7AH5FW0,Moses Frase,GTX Basic,dambase,Lost,2017-03-16,2017-05-23,0.0
RSFYKC1F,Moses Frase,GTX Basic,Betatech,Won,2017-03-16,2017-06-25,0.02
RMW0TRSZ,Rosalina Dieter,MG Special,Golddex,Lost,2017-03-16,2017-05-20,0.0
GNENBXRW,Rosalina Dieter,MG Special,Hatfan,Lost,2017-03-16,2017-05-17,0.0
L20NI94X,Rosalina Dieter,MG Advanced,Xx-holding,Lost,2017-03-16,2017-06-05,0.0
CG65AS6X,Vicki Laflamme,GTXPro,Xx-holding,Won,2017-03-16,2017-03-29,0.146
9XV6GX8D,Zane Levy,GTX Basic,Cheers,Won,2017-03-16,2017-06-07,0.02
IDIMBX0N,Anna Snelling,GTX Plus Pro,Genco Pura Olive Oil Company,Won,2017-03-17,2017-03-26,0.2
W75XU368,Cassey Cress,GTX Basic,Plussunin,Won,2017-03-17,2017-06-17,0.021
WIY2Q0Q5,Cassey Cress,GTX Basic,Vehement Capital Partners,Won,2017-03-17,2017-05-17,0.016
DF1011UT,Corliss Cosme,GTX Plus Basic,Konmatfix,Engaging,2017-03-17,1970-01-01,0.049
7V1FQBL9,Corliss Cosme,GTXPro,Plussunin,Lost,2017-03-17,2017-05-03,0.0
4PXSBQU8,Darcel Schlecht,MG Special,Codehow,Won,2017-03-17,2017-05-27,0.002
QRKHWNRB,Elease Gluck,MG Special,Faxquote,Won,2017-03-17,2017-06-25,0.002
1YGNHE69,Garret Kinder,MG Advanced,Sumace,Won,2017-03-17,2017-05-18,0.109
TAEUD0HP,Hayden Neloms,GTX Plus Basic,Singletechno,Won,2017-03-17,2017-06-10,0.039
72TBO2HA,Kary Hendrixson,GTX Basic,Cheers,Lost,2017-03-17,2017-05-08,0.0
FCW4SAAP,Kary Hendrixson,GTX Basic,Scotfind,Won,2017-03-17,2017-06-11,0.016
DEH0MYSO,Kary Hendrixson,MG Special,Green-Plus,Won,2017-03-17,2017-05-24,0.002
PEVJ6O6R,Reed Clapper,GTXPro,Silis,Won,2017-03-17,2017-03-27,0.134
T02CX0BY,Reed Clapper,MG Advanced,Ontomedia,Won,2017-03-17,2017-03-31,0.084
IN9S33CD,Rosalina Dieter,GTX Plus Pro,Finhigh,Engaging,2017-03-17,1970-01-01,0.049
SSX3QRTB,Rosie Papadopoulos,MG Special,Bioplex,Lost,2017-03-17,2017-05-08,0.0
UBX7TMQG,Versie Hillebrand,GTX Plus Pro,Dontechi,Lost,2017-03-17,2017-05-10,0.0
RR5AMWPQ,Versie Hillebrand,MG Special,Genco Pura Olive Oil Company,Lost,2017-03-17,2017-05-16,0.0
FHLNW3WH,Versie Hillebrand,MG Advanced,Statholdings,Won,2017-03-17,2017-06-21,0.112
IAVMELUO,Wilburn Farren,GTXPro,Gekko & Co,Won,2017-03-17,2017-05-30,0.203
PRMMZX9O,Zane Levy,GTX Plus Basic,Newex,Won,2017-03-17,2017-06-02,0.033
ZZFES7ID,Zane Levy,MG Special,Singletechno,Won,2017-03-17,2017-06-05,0.002
G7PNQB9M,Anna Snelling,GTX Plus Basic,Warephase,Lost,2017-03-18,2017-05-25,0.0
Z0R5O2VW,Cassey Cress,GTX Plus Pro,Donware,Lost,2017-03-18,2017-05-24,0.0
VS0TWECS,Cassey Cress,GTX Basic,Plussunin,Won,2017-03-18,2017-06-18,0.017
XN7EV14M,Cecily Lampkin,GTX Basic,Konmatfix,Won,2017-03-18,2017-05-09,0.018
P5BRH80Z,Cecily Lampkin,MG Special,Rundofase,Won,2017-03-18,2017-03-27,0.002
CQVDJR45,Darcel Schlecht,GTXPro,Scottech,Won,2017-03-18,2017-06-12,0.179
QUFCX2MF,Elease Gluck,MG Special,Scotfind,Lost,2017-03-18,2017-05-27,0.0
RW13VT8T,Garret Kinder,GTX Plus Pro,Mathtouch,Won,2017-03-18,2017-05-11,0.165
5LJ47CVS,James Ascencio,GTX Basic,Sonron,Lost,2017-03-18,2017-06-22,0.0
87XTACKH,Jonathan Berthelot,GTX Plus Basic,Bioholding,Won,2017-03-18,2017-05-26,0.038
0Z2CQ0MQ,Kami Bicknell,GTX Basic,Sonron,Won,2017-03-18,2017-03-28,0.015
4SK6YLB0,Kami Bicknell,GTX Plus Basic,Hottechi,Won,2017-03-18,2017-05-27,0.035
EVVX3PQ5,Kami Bicknell,GTXPro,Singletechno,Won,2017-03-18,2017-05-04,0.144
9Y3JDP1B,Kami Bicknell,MG Advanced,Labdrill,Won,2017-03-18,2017-06-19,0.085
ACB3QZAY,Kary Hendrixson,GTXPro,Singletechno,Lost,2017-03-18,2017-06-04,0.0
COWC9H9T,Markita Hansen,GTX Plus Basic,Groovestreet,Won,2017-03-18,2017-03-31,0.039
ZTHMJWYZ,Markita Hansen,MG Special,Konex,Won,2017-03-18,2017-06-22,0.002
MMGWAWBA,Marty Freudenburg,GTX Plus Pro,Treequote,Won,2017-03-18,2017-06-02,0.216
8LPO6YCO,Marty Freudenburg,MG Advanced,Betatech,Won,2017-03-18,2017-05-07,0.117
CDUIUYY2,Moses Frase,MG Advanced,Finhigh,Won,2017-03-18,2017-06-11,0.119
A1TDRYHZ,Rosie Papadopoulos,MG Advanced,Rangreen,Engaging,2017-03-18,1970-01-01,0.049
9328IHHL,Wilburn Farren,MG Advanced,Bluth Company,Won,2017-03-18,2017-05-18,0.118
ZFB7CBR6,Zane Levy,GTX Plus Pro,Plexzap,Won,2017-03-18,2017-05-13,0.207
3N3RAHXR,Cassey Cress,GTX Plus Basic,Nam-zim,Engaging,2017-03-19,1970-01-01,0.049
6RJE18RW,Cassey Cress,GTX Plus Basic,Acme Corporation,Won,2017-03-19,2017-03-24,0.038
GK86H0SK,Cassey Cress,GTXPro,Umbrella Corporation,Won,2017-03-19,2017-03-28,0.164
QXU90OP8,Corliss Cosme,GTX Basic,Zotware,Won,2017-03-19,2017-03-22,0.019
NXXSU27K,Corliss Cosme,MG Special,The New York Inquirer,Won,2017-03-19,2017-03-25,0.001
06YL7WVJ,Darcel Schlecht,GTX Plus Basic,Ron-tech,Won,2017-03-19,2017-03-21,0.031
K4Y8R0FX,Darcel Schlecht,MG Special,Streethex,Won,2017-03-19,2017-06-04,0.002
F8O0IY28,Donn Cantrell,GTX Basic,Zencorporation,Won,2017-03-19,2017-03-30,0.019
8T8J06EL,Gladys Colclough,GTXPro,Condax,Lost,2017-03-19,2017-06-26,0.0
3AE6GW2D,Gladys Colclough,GTXPro,Streethex,Lost,2017-03-19,2017-05-09,0.0
T0SEVT4K,Hayden Neloms,MG Advanced,Labdrill,Won,2017-03-19,2017-06-16,0.1
36VPT9RZ,James Ascencio,GTX Basic,Singletechno,Won,2017-03-19,2017-03-26,0.013
R2RL1Y49,Kami Bicknell,GTX Basic,Sonron,Lost,2017-03-19,2017-05-16,0.0
7Q7SA3EK,Kami Bicknell,MG Advanced,Kan-code,Won,2017-03-19,2017-06-07,0.109
6JI36HIE,Kary Hendrixson,MG Advanced,Sonron,Lost,2017-03-19,2017-06-23,0.0
B5CBSTM5,Kary Hendrixson,MG Advanced,Golddex,Won,2017-03-19,2017-03-29,0.117
SNBYNW8H,Moses Frase,MG Advanced,Rangreen,Won,2017-03-19,2017-06-23,0.121
IEN6RBZI,Reed Clapper,GTX Plus Basic,Zotware,Won,2017-03-19,2017-06-24,0.035
9P026O47,Versie Hillebrand,MG Special,Warephase,Won,2017-03-19,2017-05-27,0.002
AJLNEUVY,Versie Hillebrand,MG Advanced,Funholding,Won,2017-03-19,2017-03-27,0.095
LJIAOC0Q,Violet Mclelland,MG Special,Bioplex,Won,2017-03-19,2017-06-04,0.002
2BYD4WQ7,Anna Snelling,MG Special,Funholding,Lost,2017-03-20,2017-05-19,0.0
HP6DSCMH,Boris Faz,GTX Basic,Kan-code,Won,2017-03-20,2017-06-12,0.019
FM4S93O6,Cassey Cress,GTX Plus Pro,Donware,Lost,2017-03-20,2017-05-23,0.0
ALHQU8W8,Corliss Cosme,GTX Basic,Plexzap,Engaging,2017-03-20,1970-01-01,0.049
GGPSSI5Q,Daniell Hammack,MG Advanced,Ganjaflex,Won,2017-03-20,2017-06-02,0.125
4D95LU0H,Darcel Schlecht,GTX Basic,dambase,Won,2017-03-20,2017-06-24,0.016
KA79LTFF,Darcel Schlecht,GTX Basic,Dontechi,Won,2017-03-20,2017-03-30,0.02
OBBVVO9O,Elease Gluck,GTK 500,Singletechno,Lost,2017-03-20,2017-05-27,0.0
83HX5CIJ,Kami Bicknell,GTX Basic,Sonron,Lost,2017-03-20,2017-03-23,0.0
SGV1FR3O,Kami Bicknell,GTX Basic,Cheers,Won,2017-03-20,2017-06-23,0.019
TJ6U9HZ3,Kary Hendrixson,GTX Basic,Singletechno,Won,2017-03-20,2017-06-24,0.02
1N99TLIA,Maureen Marcano,MG Advanced,Blackzim,Lost,2017-03-20,2017-06-02,0.0
JYE2QFGE,Niesha Huffines,GTX Plus Pro,Genco Pura Olive Oil Company,Won,2017-03-20,2017-05-06,0.185
IEOMRMWW,Reed Clapper,GTXPro,Zotware,Lost,2017-03-20,2017-06-28,0.0
ZW7N89K3,Rosalina Dieter,GTXPro,Faxquote,Lost,2017-03-20,2017-05-18,0.0
MIU04JC2,Versie Hillebrand,MG Special,dambase,Lost,2017-03-20,2017-06-21,0.0
VF2OKZY5,Vicki Laflamme,MG Advanced,Scotfind,Lost,2017-03-20,2017-06-12,0.0
QSBKLWSW,Violet Mclelland,GTX Basic,Opentech,Won,2017-03-20,2017-06-29,0.018
0GTJE2VQ,Wilburn Farren,GTX Basic,Gekko & Co,Won,2017-03-20,2017-06-14,0.016
H91G4MYP,Zane Levy,GTXPro,J-Texon,Won,2017-03-20,2017-05-22,0.18
DDBH2FPP,Anna Snelling,GTX Plus Basic,Rangreen,Won,2017-03-21,2017-06-16,0.034
P1SGQODJ,Boris Faz,GTX Plus Basic,Rangreen,Engaging,2017-03-21,1970-01-01,0.049
N8F2PFQP,Boris Faz,GTX Plus Basic,Betasoloin,Won,2017-03-21,2017-04-03,0.033
WELHHO3U,Cecily Lampkin,GTX Plus Basic,Stanredtax,Won,2017-03-21,2017-03-30,0.032
CUAYGT78,Daniell Hammack,MG Advanced,Zotware,Lost,2017-03-21,2017-06-26,0.0
9KDR9PQX,Garret Kinder,GTX Plus Pro,Vehement Capital Partners,Lost,2017-03-21,2017-04-01,0.0
8A5HA974,Jonathan Berthelot,GTX Basic,Warephase,Lost,2017-03-21,2017-04-01,0.0
M1L0IWB6,Jonathan Berthelot,MG Advanced,Ron-tech,Won,2017-03-21,2017-05-11,0.107
I2U6MKUT,Reed Clapper,GTX Basic,Ganjaflex,Won,2017-03-21,2017-05-29,0.018
RK6UFTI8,Wilburn Farren,MG Advanced,Plussunin,Lost,2017-03-21,2017-03-26,0.0
ECOU1XXZ,Anna Snelling,MG Special,Ron-tech,Won,2017-03-22,2017-05-30,0.002
OTDDPHWJ,Darcel Schlecht,GTXPro,Genco Pura Olive Oil Company,Lost,2017-03-22,2017-05-28,0.0
20N9WSRC,Darcel Schlecht,GTXPro,Globex Corporation,Lost,2017-03-22,2017-05-23,0.0
IJ4GXGCU,Darcel Schlecht,GTXPro,Isdom,Won,2017-03-22,2017-03-30,0.169
GZCWM6GK,Elease Gluck,MG Special,Statholdings,Engaging,2017-03-22,1970-01-01,0.049
U0G8KIPB,Gladys Colclough,MG Special,Codehow,Won,2017-03-22,2017-06-21,0.002
2YVVZN5L,Jonathan Berthelot,GTX Plus Basic,Konmatfix,Lost,2017-03-22,2017-05-03,0.0
TGW7OYMD,Kami Bicknell,GTX Basic,Kan-code,Won,2017-03-22,2017-06-25,0.015
XJ9RQU4K,Lajuana Vencill,MG Advanced,Isdom,Won,2017-03-22,2017-06-14,0.113
4TRMURKI,Niesha Huffines,GTX Basic,Condax,Lost,2017-03-22,2017-06-18,0.0
TJXY9DQG,Reed Clapper,MG Advanced,Donquadtech,Won,2017-03-22,2017-06-10,0.107
DV9ZB9KL,Versie Hillebrand,GTX Basic,Bioholding,Lost,2017-03-22,2017-03-27,0.0
J712QVSG,Versie Hillebrand,MG Special,Ron-tech,Won,2017-03-22,2017-03-26,0.002
LCBVIPRA,Vicki Laflamme,MG Special,Golddex,Won,2017-03-22,2017-06-29,0.002
88R08IL1,Violet Mclelland,MG Special,Kan-code,Lost,2017-03-22,2017-04-01,0.0
WNMF0OHM,Anna Snelling,GTX Plus Pro,dambase,Won,2017-03-23,2017-04-01,0.167
I0D1O3GX,Boris Faz,GTX Basic,Xx-zobam,Lost,2017-03-23,2017-04-01,0.0
